law_code	law_name	bab	chapter	section	article_number	text
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			17	ماده 17- در مهلت هایی که مسافت رعایت می‌شود ترتیب آن مطابق مقررات آیین دادرسی مدنی راجع به مسافت است. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			18	ماده 18- اشخاص ذی‌نفع می‌توانند پرونده های امور حسبی را ملاحظه نموده و از محتویات آن رونوشت گواهی شده یا گواهی نشده از دفتر دادگاه بگیرند. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			19	ماده 19- هرگاه ضمن رسیدگی به امور حسبی دعوائی از طرف اشخاص ذی‌نفع حادث شود که رسیدگی به امور حسبی متوقف به تعیین تکلیف نسبت به آن دعوی باشد دادرس در صورت درخواست دستور موقتی در موضوع آن دعوی مطابق مقررات دادرسی فوری صادر می‌نماید.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			20	ماده 20- اقدام و دخالت دادستان در امور حسبی مخصوص به مواردی است که در قانون تصریح شده است.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			21	ماده 21- در مواردی که دادستان مکلف به اقدامی می‌باشد اقدام به عهده دادسرای دادگاه شهرستانی است که رسیدگی در حوزه آن دادگاه به‌عمل می‌آید.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			22	ماده 22- دادرس پس از تمام شد بازجوئی و رسیدگی منتهی در ظرف دو روز تصمیم خود را اعلام می‌نماید.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			23	ماده 23- تصمیم دادرس باید موجه و مدلل باشد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			24	ماده 24- در مواردی که تصمیمات دادگاه باید ابلاغ شود ترتیب ابلاغ مانند مقررات آیین دادرسی مدنی است.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			25	ماده 25- در صورتی که ابلاغ در کشور بیگانه باید به‌عمل آید دادرس می‌تواند ترتیب سهلتری برای ابلاغ در نظر گرفته و دستور دهد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			26	ماده 26- هرگاه شخصی که تصمیم دادگاه باید به او ابلاغ شود در دادگاه حاضر باشد تصمیم دادگاه به او اعلام و این عمل ابلاغ محسوب است و رونوشت نیز به او داده می‌شود.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			27	ماده 27- تصمیم دادگاه در امور حسبی قابل پژوهش و فرجام نیست جز آنچه در قانون تصریح شده باشد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			28	ماده 28- مرجع شکایت پژوهشی از تصمیمات قابل پژوهش در امور حسبی دادگاهی است که مطابق آیین دادرسی مدنی صلاحیت رسیدگی پژوهشی و احکام دادگاه صادرکننده تصمیم در مورد دعاوی دارد. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			29	ماده 29- مدت پژوهش همانست که برای پژوهش احکام در آیین دادرسی مدنی مقرر شده.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			30	ماده 30- در صورتی که پژوهش خواه اثبات کند که پژوهش نخواستن او در موعد بواسطه عذر موجه بوده و در ظرف ده روز از تاریخ رفع عذر پژوهش بخواهد دادگاهی که مرجع رسیدگی پژوهش است می‌تواند مهلت پژوهش را تجدید نماید مشروط به این که از تاریخ انقضاء مدت پژوهش بیش از ششماه نگذشته باشد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			31	ماده 31- مهلت جدید نباید بیش از موعد پژوهش باشد و درخواست تجدید مهلت بیش از یکدفعه پذیرفته نیست. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			32	ماده 32- شکایت پژوهشی به دفتر دادگاهی که صادرکننده تصمیم مورد شکایت بوده داده می‌شود و دفتر نامبرده باید فوراً شکایت‌نامه را ثبت و رسید آنرا به شاکی داده و منتهی در ظرف دو روز شکایت‌نامه پژوهشی را با برگهای مربوط به آن دادگاهی که مرجع رسیدگی پژوهشی است بفرستد. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			33	ماده 33- شکایت پژوهشی ممکن است شفاهی باشد در این صورت شکایت نامبرده در صورت مجلس دادگاه درج و به امضاء شاکی و دادرس می‌رسد و این صورت مجلس با برگهای مربوطه به دادگاه مرجع رسیدگی پژوهشی فرستاده خواهد شد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			34	ماده 34- شکایت پژوهشی ممکن است مبنی بر جهات یا ادله جدید باشد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			35	ماده 35- شکایت پژوهشی موجب تعویق اجراء تصمیم مورد شکایت نمی‌شود مگر اینکه دادگاهی که رسیدگی پژوهشی می‌کند قرار تأخیر اجرای آنرا بدهد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			36	ماده 36- تصمیم دادگاه استان باتفاق یا به اکثریت آراء معلوم می‌شود. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			37	ماده 37- دادگاهی که رسیدگی پژوهشی می‌نماید هرگونه رسیدگی و تحقیقی که مفید و لازم بداند بدون احتیاج به درخواست به‌عمل می‌آورد و پس از رسیدگی اگر تصمیم مورد شکایت را صحیح بداند آنرا تایید و چنانچه نقصی در تصمیم نامبرده مشاهده کند موافق نظر خود آنرا تکمیل می‌نماید و هرگاه تصمیم مورد شکایت را صحیح نداند آنرا الغاء نموده و تصمیم مقتضی را اعلام می‌نماید. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			38	ماده 38- هرگاه در تصمیم دادگاه اشتباهی در حساب یا سهو قلم یا اشتباهات دیگری رخ دهد مثل از قلم افتادن نام یکی از اشخاص ذی‌نفع یا زیاد شدن نامی- مادام که آن تصمیم به وسیله شکایت به دادگاه بالاتر از دادگاه خارج نشده باشد دادگاه صادرکننده تصمیم مستقلا یا به درخواست یکی از اشخاص ذی‌نفع آن را تصحیح می‌نماید و این تصحیح زیر تصمیم دادگاه یا برگ دیگری که پیوست آن می‌شود نوشته خواهد شد. دادن رونوشت از تصمیم دادگاه بدون پیوست نامبرده ممنوع است. ‌تصحیح به اشخاصی که تصمیم دادگاه باید ابلاغ شود ابلاغ می‌شود و در مواردی که تصمیم دادگاه قابل پژوهش است تصحیح آن هم در موعد مقرر برای پژوهش قابل پژوهش خواهد بود.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			39	ماده 39- هرگاه تصمیم دادگاه از اعتبار افتاده باشد تصحیح هم از اعتبار خواهد افتاد. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			40	ماده 40- هرگاه دادگاه رأسا یا بر حسب تذکر به خطاء تصمیم خود برخورد در صورتی که آن تصمیم قابل پژوهش نباشد می‌تواند آنرا تغییر دهد.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			41	ماده 41- تصمیمی که در زمینه درخواستی به‌عمل آمده است تعییر آن هم محتاج به درخواست است. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			42	ماده 42- هرگاه در استنباط از مواد قانون بین دادرسهایی که رسیدگی پژوهشی می‌کنند اختلاف نظر باشد دادگاهی که به امر حسبی رسیدگی پژوهشی می‌نماید می‌تواند به توسط دادستان دیوان کشور نظر هیئت عمومی دیوان کشور را بخواهد و در این صورت دادگاه نظر خود را با دلائل آن برای دادستان دیوان کشور می‌فرستد و پس از آنکه دیوان کشور نظر خود را اعلام کرد دادگاه مکلف است مطابق آن عمل نماید. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			43	ماده 43- دادستان دیوان کشور از هر طریقی که مطلع به سوء استنباط از مواد این قانون در دادگاه‌ها بشود یا به اختلاف نظر دادگاه‌ها راجع به امور حسبی اطلاع حاصل کند که مهم و مؤثر باشد نظر هیئت عمومی دیوان کشور را خواسته و به وزارت دادگستری اطلاع می‌دهد که به دادگاه‌ها ابلاغ شود و دادگاه‌ها مکلف اند بر طبق نظر مزبور رفتار نمایند. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			44	ماده 44- کسانی که تصمیم دادگاه را در امور حسبی برای خود مضر بدانند می‌توانند بر آن اعتراض نمایند خواه تصمیم از دادگاه نخست صادر شده و یا از دادگاه پژوهشی باشد و حکمی که در نتیجه اعتراض صادر می‌شود قابل پژوهش و فرجام است.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			45	ماده 45- مقررات آیین دادرسی مدنی راجع به نظم جلسه رسیدگی شامل امور حسبی نیز خواهد بود. ‌
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			46	ماده 46- در امور حسبی اگر دادرس آشنا به زبان اشخاص باشد ملزم به مداخله دادن مترجم نیست و در صورت احتیاج به مترجم دادرس می‌تواند کسی که طرف اعتماد اوست برای ترجمه انتخاب نماید. ‌مترجم نباید از اشخاص مذکور در ماده 8 انتخاب شود.
omoor_hasabi	قانون امور حسبی	باب اول- در کلیات			47	ماده 47- در مورد دعوی خیانت یا عدم لیاقت و سایر موجبات عزل وصی یا قیم یا ضم امین ترتیب رسیدگی مطابق مقررات این قانون است و حکمی که در این خصوص صادر می‌شود مطابق آیین دادرسی مدنی قابل پژوهش و فرجام است.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		48	ماده 48- امور قیمومت راجع به دادگاه شهرستانی است که اقامتگاه محجور در حوزه آن دادگاه است و اگر محجور در ایران اقامتگاه نداشته باشد دادگاهی که محجور در حوزه آن دادگاه سکنی دارد و برای امور قیمومت صالح است.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		49	ماده 49- هرگاه محجور در خارج ایران اقامت یا سکنی داشته باشد امور قیمومت راجع به دادگاه شهرستان تهران است. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		50	ماده 50- در صورتی که محجور در خارج ایران اقامت یا سکنی دارد مطابق ماده 1228 قانون مدنی مامور کنسولی ایران قیم موقت برای محجور معین نماید اگر دادگاه تهران تصمیم مامور کنسولی را تنفیذ نکند تعیین قیم با دادگاه نامبرده خواهد بود. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		51	ماده 51- در صورتی که متوفی دارای صغاری باشد که اقامتگاه آنها مختلف است دادگاهی که برای یکنفر از صغار بدوا تعیین قیم کرده است می‌تواند برای صغاری هم که در حوزه آن دادگاه اقامت ندارند قیم معین نماید و اگر قیم معین نشده باشد دادگاهی که کوچک‌ترین صغیر در حوزه آن اقامت دارد برای تعیین قیم نسبت به تمام صغار صلاحیت خواهد داشت- و اگر معلوم نباشد کدام یک از صغار کوچکترند هر یک از دادگاه‌ها که صغیر در حوزه آن دادگاه اقامت دارد صالح است.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		52	ماده 52- هرگاه در اقامت گاه محجور دادگاه صلاحیت‌دار برای امور قیمومت نباشد امور مزبور با نزدیکترین دادگاه صلاحیت‌دار به اقامتگاه محجور خواهد بود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		53	ماده 53- در صورتی که اقامتگاه محجور معلوم نباشد امور قیمومت با دادگاهی است که محجور در حوزه آن دادگاه یافت می‌شود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل اول- صلاحیت دادگاه قیمومت		54	ماده 54- عزل و تعیین قیم جدید و تعیین قیم موقت و سایر امور محجور که راجع به دادگاه است با دادگاهی است که بدواً تعیین قیم کرده است.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		55	ماده 55- علاوه بر اشخاص مذکور در ماده 1219 و 1220 و 1221 قانون مدنی شهرداری و اداره آمار و ثبت احوال و مامورین آنها و دهبان و بخشدار در هر محل مکلفند پس از اطلاع به وجود صغیری که محتاج به تعیین قیم است به دادستان شهرستان حوزه خود اطلاع دهند.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		56	ماده 56- هر یک از دادگاه‌ها که در جریان دعوی مطلع به وجود محجوری شود که ولی یا وصی یا قیم نداشته باشد باید به دادستان برای تعیین قیم اطلاع بدهد. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		57	ماده 57- در رسیدگی به درخواست حجر دادگاه نسبت به اشخاصی که مجنون یا سفیه معرفی شده اند هرگونه تحقیقی که لازم بداند به‌عمل می‌آورد و می‌تواند اشخاصی که اطلاعات آن ها را قابل استفاده بداند احضار نموده و یا برای تحقیق از اشخاص نامبرده نماینده بفرستد و پس از رسیدگی و تحقیقات لازم و احراز حجر حکم به حجر می‌دهد و در صورت عدم احراز حجر درخواست حجر را رد می‌نماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		58	ماده 58- هرگاه دادگاه لازم بداند از کسی که محجور معرفی شده تحقیق کند و آن شخص نتواند در دادگاه بواسطه عذر موجه حاضر شود دادرس دادگاه شخصا یا به وسیله نماینده در خارج از دادگاه از او تحقیق می‌نماید.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		59	ماده 59- هرگاه صغیری که ولی خاص ندارد در زمان رسیدن به سن رشد سفیه یا مجنون باشد قیم باید به دادستان جنون یا سفه او را اطلاع دهد و دادستان پس از اطلاع به این امر مکلف است در موضوع جنون و سفاهت تحقیق نموده و دلایل آن را اعم از نظریات کارشناس و اطلاعات مطلعین و غیره به دادگاه بفرستد و دادگاه پس از رسیدگی و احراز جنون یا سفه حکم به استمرار و بقاء حجر صادر می‌نماید در این صورت ممکن است قیم سابق را هم به قیمومت ابقاء نمود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		60	ماده 60- برای چند نفر از اشخاص محتاج به قیم می‌توان یک قیم معین نمود مگر آنکه اداره امور هر یک از آنها محتاج به قیم علیحده باشد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		61	ماده 61- پدر یا مادر محجور مادام که شوهر ندارد با داشتن صلاحیت برای قیمومت بر دیگران مقدم می‌باشد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		62	ماده 62- در صورت محجور شدن زن شوهر با داشتن صلاحیت برای قیمومت بر دیگران مقدم است. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		63	ماده 63- در مورد تعدد قیم و همچنین در موردی که ناظر معین شده است دادگاه معین می‌کند که در صورت اختلاف نظر بین قیم ها یا بین قیم و ناظر به دادگاه یا شخص ثالثی رجوع نماید و یا ترتیب دیگری را برای رفع اختلاف پیش بینی نماید.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		64	ماده 64- دادگاه می‌تواند شخصی را که درخواست حجر او شده است قبل از صدور حکم و یا بعد از صدور حکم و قبل از قطعی شدن آن از بعض یا تمام تصرفات در اموال موقتا ممنوع نماید، و در این صورت دادگاه امینی موقتا برای حفظ اموال و تصرفاتی که ضرورت دارد معین می‌نماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		65	ماده 65- بعد از قطعی شدن حکم حجر بواسطه انقضاء مدت پژوهش یا صدور حکم پژوهشی به حجر اقدام به تعیین قیم می‌گردد. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		66	ماده 66- دادستان و محجور و قیم محجور نسبت به تصمیمات دادگاه در موارد زیر می‌توانند پژوهش بخواهند اگر قیم متعدد باشد هر یک از آنها حق پژوهش دارند: 1- حکم حجر. 2- حکم بقاء حجر. 3- رفع حجر. 4- رد درخواست حجر. 5- رد درخواست بقاء حجر. 6- رد درخواست رفع حجر.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		67	ماده 67- نصب قیم در صورتی که قیم در دادگاه حاضر باشد حضوراً به او اعلام و اگر در دادگاه حاضر نباشد باید فوراً به او ابلاغ گردد. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		68	ماده 68- قیم باید در ظرف سه روز پس از ابلاغ با رعایت مسافت قبول یا عدم قبول قیمومت را به دادستان اطلاع دهد و اگر در این مدت قبول خود را اطلاع نداد یا قیمومت را قبول نکرد دادستان دادگاه را برای تعیین شخص دیگری به سمت قیمومت مطلع می‌کند. ‌و هرگاه قبل از تعیین قیم جدید شخصی که قبلاً به قیمومت معین شده قبول قیمومت را به دادستان اطلاع دهد شخص دیگری معین نخواهد شد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		69	ماده 69- دادگاه در تمام امور تصمیمات خود را به هر طریقی که مقتضی بداند به دادستان اطلاع می‌دهد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		70	ماده 70- اثر حجر از تاریخ قطعیت حکم مترتب می‌شود لیکن اگر ثابت شود که علت حجر قبل از تاریخ حکم حجر وجود داشته اثر حجر از تاریخ وجود علت حجر مترتب می‌شود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		71	ماده 71- در مواردی که علت حجر بعد از رشد حادث شده باشد دادگاه باید ابتداء تاریخ حجر را که بر او معلوم شده است در حکم خود قید نماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		72	ماده 72- حکم حجر یا رفع حجر مانع نیست که اگر اهلیت یا عدم اهلیت یکی از متعاملین در دادگاهی قبل از حکم حجر و یا بعد از رفع حجر ثابت شود دادگاه به آن چه نزد او ثابت شده است ترتیب اثر دهد. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل دوم- ترتیب تعیین قیم		73	ماده 73- در صورتی که محجور ولی یا وصی داشته باشد دادستان و دادگاه حق دخالت در اداره امور او ندارند و فقط دادرس بعد از رسیدگی لازم می‌تواند وصایت وصی را تصدیق نماید.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		74	ماده 74- قیم از تاریخی که سمت قیمومت به او اطلاع داده می‌شود شروع به اعمال قیمومت خواهد نمود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		75	ماده 75- هرگاه قیم پس از تاریخ نصب و قبل از ابلاغ به او عملی به عنوان قیمومت نسبت به محجور کرده باشد نافذ است.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		76	ماده 76- قیم در سیاهه اموال محجور که در ابتداء دخالت خود تنظیم می‌کند باید برگهای بهادار و اسناد دیون و اسناد املاک و تمام برگهایی که دارای اهمیت است ذکر نماید و برگهایی که بهاء و اهمیتی ندارد هر نوعی از آنها را علیحده بایگانی و عدد برگها را در سیاهه دارائی قید کند.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		77	ماده 77- قیم باید اجرت کسی که برای حفظ اموال از طرف دادستان یا دادرس معین شده است از مال محجور بپردازد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		78	ماده 78- قیم می‌تواند هزینه تهیه صورتحساب و تسلیم اموال را اگر از اموال محجور برنداشته است پس از زوال سمت خود از محجوری که رفع حجر از او شده یا کسی که به جای او به سمت قیمومت منصوب شده است مطالبه نماید.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		79	ماده 79- قیم باید در تربیت و اصلاح حال محجور سعی و اهتمام نماید و در امور او رعایت مصلحت را بنماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		80	ماده 80- قیم باید اموال ضایع شدنی محجور را بفروشد و از پول آن با رعایت مصلحت محجور مالی خریداری و یا به ترتیب دیگری که مصلحت باشد رفتار نماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		81	ماده 81- قیم می‌تواند با رعایت مصلحت اموال منقوله ای که مورد احتیاج محجور نیست فروخته و نسبت به پول آن مطابق ماده فوق عمل نماید. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		82	ماده 82- قیم باید هزینه زندگانی محجور و اشخاص واجب النفقه او و همچنین هزینه معالجه آنها را در بیمارستان و غیره و هزینه لازم دیگر از قبیل هزینه تربیت اطفال محجور را بپردازد و اگر محجور دیوانه باشد باید به حسب اقتضاء در خانه یا تیمارستان تحت معالجه قرار داده شود. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		83	ماده 83- اموال غیرمنقول محجور فروخته نخواهد شد. مگر با رعایت غبطه او و تصویب دادستان.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		84	ماده 84- اسناد و اشیاء قیمتی باید با اطلاع دادستان در محل امنی نگاهداری شود و وجوه نقدی که محل احتیاج نیست باید در یکی از بانکهای معتبر گذاشته شود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		85	ماده 85- ولی یا قیم می‌تواند در صورتی که مقتضی بداند به محجور اجازه اشتغال بکار یا پیشه ای بدهد و در این صورت اجازه نامبرده شامل لوازم آن کار یا پیشه هم خواهد بود.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		86	ماده 86- محجور ممیز می‌تواند اموال و منافعی را که به سعی خود او حاصل شده است با اذن ولی یا قیم اداره نماید.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		87	ماده 87- قیم باید بعد از رفع حجر اموال محجور را به تصرف او بدهد و اگر در مدت حجر سمت قیمومت از قیم سلب و به جای او شخص دیگری معین شد اموال را به تصرف قیم بعدی بدهد.
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		88	ماده 88- در صورتی که پزشک ازدواج مجنون را لازم بداند قیم با اجازه دادستان می‌تواند برای مجنون ازدواج نماید و هرگاه طلاق زوجه مجنون لازم باشد به پیشنهاد دادستان و تصویب دادگاه قیم طلاق می‌دهد. ‌
omoor_hasabi	قانون امور حسبی	باب دوم- در قیمومت	فصل سوم- اختیارات و مسئولیت قیم		89	ماده 89- در صورت فوت قیم ورثه کبیر او اگر باشند مکلف هستند به دادستان اطلاع دهند و مادام که قیم جدید معین نشده حفظ و نظارت در اموال صغار و مجانین و اشخاص غیررشید که قیم آنها فوت شده به عهده دادستان خواهد بود.
