law_code	law_name	book	chapter	article_number	text
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	506	ماده 506- چنانچه مأمورین دولتی که مسوول امور حفاظتی و اطلاعاتی طبقه بندی شده می‌باشند و به آن‌ها آموزش لازم داده شده است در اثر بی مبالاتی و عدم رعایت اصول حفاظتی توسط دشمنان تخلیه اطلاعاتی شوند به یک تا شش ماه حبس محکوم می‌شوند.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	507	ماده 507- هر کس داخل دسته‌جات مفسدین یا اشخاصی که علیه امنیت داخلی یا خارجی کشور اقدام می‌کنند بوده و ریاست یا مرکزیتی نداشته باشد و قبل از تعقیب، قصد جنایت و اسامی اشخاصی را که در فتنه و فساد دخیل هستند به مأمورین دولتی اطلاع دهد و یا پس از شروع به تعقیب با مأمورین دولتی همکاری مؤثری بعمل آورد از مجازات معاف و در صورتی که شخصاً مرتکب جرم دیگری شده باشد فقط به مجازات آن جرم محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	508	ماده 508- هر کس یا گروهی با دول خارجی متخاصم بهر نحو علیه جمهوری اسلامی ایران همکاری نماید، در صورتیکه محارب شناخته نشود به یک تا ده سال حبس محکوم می‌گردد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	509	ماده 509- هر کس در زمان جنگ مرتکب یکی از جرائم علیه امنیت داخلی و خارجی موضوع این فصل شود به مجازات اشد همان جرم محکوم می‌گردد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	510	ماده 510- هر کس به قصد بر هم زدن امنیت ملی یا کمک به دشمن، جاسوسانی را که مأمور تفتیش یا وارد کردن هر گونه لطمه به کشور بوده‌اند شناخته و مخفی نماید یا سبب اخفای آن ها بشود به حبس از شش ماه تا سه سال محکوم می‌شود. تبصره- هر کس بدون آنکه جاسوسی کند و یا جاسوسان را مخفی نماید، افرادی را به هر نحو شناسائی و جذب نموده و جهت جاسوسی علیه امنیت کشور به دولت خصم یا کشورهای بیگانه معرفی نماید به شش ماه تا دو سال حبس محکوم می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	511	ماده 511- هر کس به قصد بر هم زدن امنیت کشور و تشویش اذهان عمومی تهدید به بمب‌گذاری هواپیما، کشتی و وسائل نقلیه عمومی‌نماید یا ادعا نماید که وسایل مزبور بمب گذاری شده است علاوه بر جبران خسارت وارده به دولت و اشخاص به شش ماه تا دو سال حبس محکوم می‌گردد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل اول- جرایم ضد امنیت داخلی و خارجی کشور	512	ماده 512- هر کس مردم را به قصد بر هم زدن امنیت کشور به جنگ و کشتار با یکدیگر اغوا یا تحریک کند صرف‌نظر از اینکه موجب قتل و غارت بشود یا نشود به یک تا پنج سال حبس محکوم می‌گردد. تبصره- در مواردی که احراز شود متهم قبل از دستیابی نظام توبه کرده باشد مشمول مواد (508) و (509) (512) نمی‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل دوم- اهانت به مقدسات مذهبی و سوء‌قصد به مقامات داخلی	513	ماده 513- هر کس به مقدسات اسلام و یا هر یک از انبیاء عظام یا ائمه طاهرین (ع) یا حضرت صدیقه طاهره (س) اهانت نماید اگر مشمول حکم ساب‌النبی باشد اعدام می‌شود و در غیر این صورت به حبس از یک تا پنج سال محکوم خواهد شد. استفساریه: از نظر مقررات کیفری اهانت و توهین و… عبارت است از بکار بردن الفاظی که صریح یا ظاهر باشد و یا ارتکاب اعمال و انجام حرکاتی که با لحاظ عرفیات جامعه و با در نظر گرفتن شرایط زمانی و مکانی و موقعیت اشخاص موجب تخفیف و تحقیر آنان شود و با عدم ظهور الفاظ توهین تلقی نمی‌گردد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل دوم- اهانت به مقدسات مذهبی و سوء‌قصد به مقامات داخلی	514	ماده 514- هر کس به حضرت امام خمینی، بنیانگذار جمهوری اسلامی رضوان ا… علیه و مقام معظم رهبری به نحوی از انحاء اهانت نماید به حبس از شش ماه تا دو سال محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل دوم- اهانت به مقدسات مذهبی و سوء‌قصد به مقامات داخلی	515	ماده 515- هر کس به جان رهبر و هر یک از رؤسای قوای سه گانه و مراجع بزرگ تقلید، سوء قصد نماید چنانچه محارب شناخته نشود به حبس از سه ماه تا ده سال محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل سوم - سوء قصد به مقامات سیاسی خارجی	516	ماده 516- هر کس به جان رئیس کشور خارجی یا نماینده سیاسی آن در قلمرو ایران سوء قصد نماید به مجازات مذکور در ماده (515) محکوم می‌شود مشروط به اینکه در آن کشور نیز نسبت به ایران معامله متقابل بشود والا اگر مجازات خفیف تر اعمال گردد به همان مجازات محکوم می‌شود. تبصره- چنانچه سوء قصد منتهی به قتل یا جرح یا ضرب شود علاوه بر مجازات مزبور به قصاص یا دیه مطابق ضوابط و مقررات مربوط محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل سوم - سوء قصد به مقامات سیاسی خارجی	517	ماده 517- هر کس علناً نسبت به رئیس کشور خارجی یا نماینده سیاسی آن که در قلمرو خاک ایران وارد شده است توهین نماید به یک تا سه ماه حبس محکوم می‌شود مشروط به اینکه در آن کشور نیز در مورد مذکور نسبت به ایران معامله متقابل بشود. تبصره- اعمال مواد این فصل منوط به تقاضای دولت مربوطه یا نماینده سیاسی آن دولت یا مطالبه مجنی‌علیه یا ولی او است و در صورت استرداد تقاضا تعقیب جزائی نیز موقوف خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل چهارم- تهیه و ترویج سکه قلب	518	ماده 518- هر کس شبیه هر نوع مسکوک طلا یا نقره داخلی یا خارجی از قبیل سکه بهار آزادی، سکه‌های حکومت‌های قبلی ایران، لیره و نظایر آن را از پول‌ها و ارزهای دیگر که مورد معامله واقع می‌شود، بسازد یا عالماً داخل کشور نماید یا مورد خرید و فروش قرار دهد یا ترویج سکه قلب نماید به‌ حبس از یک تا ده سال محکوم می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل چهارم- تهیه و ترویج سکه قلب	519	ماده 519- هر کس به قصد تقلب به هر نحو از قبیل تراشیدن، بریدن و نظایر آن از مقدار مسکوکات طلا یا نقره ایرانی یا خارجی بکاهد یا عالماً عامداً در ترویج این قبیل مسکوکات شرکت یا آن را داخل کشور نماید به حبس از یک تا سه سال محکوم می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل چهارم- تهیه و ترویج سکه قلب	520	ماده 520- هر کس شبیه مسکوکات رایج داخلی یا خارجی غیر از طلا و نقره را بسازد یا عالماً عامداً آن‌ها را داخل کشور نماید یا در ترویج آن‌ها شرکت کند یا مورد خرید و فروش قرار دهد به حبس از یک تا سه سال محکوم می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل چهارم- تهیه و ترویج سکه قلب	521	ماده 521- هرگاه اشخاصی که مرتکب جرایم مذکور در مواد (518) و (519) و (520) می‌شوند قبل از کشف قضیه، مأمورین تعقیب را از ارتکاب جرم مطلع نمایند یا در ضمن تعقیب به واسطه اقرار خود موجبات تسهیل تعقیب سایرین را فراهم آورند یا مأمورین دولت را به نحو موثری در کشف جرم کمک و راهنمائی کنند بنا به پیشنهاد رئیس حوزه قضایی مربوط و موافقت دادگاه و یا با تشخیص دادگاه در مجازات آنان تخفیف متناسب داده می‌شود و حسب مورد از مجازات حبس معاف می‌شوند مگر آنکه احراز شود قبل از دستگیری توبه کرده اند که در اینصورت از کلیه مجازات‌های مذکور معاف خواهند شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل چهارم- تهیه و ترویج سکه قلب	522	ماده 522- علاوه بر مجازات‌های مقرر در مواد (518) و (519) و (520) کلیه اموال تحصیلی از طریق موارد مذکور نیز به عنوان تعزیر به نفع دولت ضبط می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	523	ماده 523- جعل و تزویر عبارتند از: ساختن نوشته یا سند یا ساختن مهر یا امضای اشخاص رسمی یا غیررسمی خراشیدن یا تراشیدن یا قلم بردن یا الحاق یا محو یا اثبات یا سیاه کردن یا تقدیم یا تاخیر تاریخ سند نسبت به تاریخ حقیقی یا الصاق نوشته‌ای به نوشته دیگر یا بکار بردن مهر دیگری بدون اجازه صاحب آن و نظایر این‌ها به قصد تقلب.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	524	ماده 524- هر کس احکام یا امضاء یا مهر یا فرمان یا دستخط مقام رهبری و یا روسای سه قوه را به اعتبار مقام آنان جعل کند یا با علم به جعل یا تزویر استعمال نماید به حبس از سه تا پانزده سال محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	525	ماده 525- هر کس یکی از اشیای ذیل را جعل کند یا به علم به جعل یا تزویر استعمال کند یا داخل کشور نماید علاوه بر جبران خسارت وارده به حبس از یک تا ده سال محکوم خواهد شد: 1- احکام یا امضاء یا مهر یا دستخط معاون اول رئیس جمهور یا وزراء یا مهر یا امضای اعضای شورای نگهبان یا نمایندگان مجلس شورای اسلامی یا مجلس خبرگان یا قضات یا یکی از روسا یا کارمندان و مسوولین دولتی از حیث مقام رسمی آنان. 2- مهر یا تمبر یا علامت یکی از شرکت‌ها یا مؤسسات یا ادارات دولتی یا نهادهای انقلاب اسلامی. 3- احکام دادگاه‌ها یا اسناد یا حواله‌های صادره از خزانه دولتی. 4- منگنه یا علامتی که برای تعیین عیار طلا یا نقره بکار می‌رود. 5- اسکناس رایج داخلی یا خارجی یا اسناد بانکی نظیر برات‌های قبول شده از طرف بانک‌ها یا چک‌های صادره از طرف بانک‌ها و سایر اسناد تعهدآور بانکی. تبصره- هر کس عمدا و بدون داشتن مستندات و مجوز رسمی داخلی و بین‌المللی و به منظور القاء شبهه در کیفیت تولیدات و خدمات از نام و علائم استاندارد ملی یا بین‌المللی استفاده نماید به حداکثر مجازات مقرر در این ماده محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	526	ماده 526- هر کس اسکناس رایج داخلی یا خارجی یا اسناد بانکی نظیر برات‌های قبول شده از طرف بانک‌ها یا چک‌های صادره از طرف بانک‌ها و سایر اسناد تعهدآور بانکی و نیز اسناد یا اوراق بهادار یا حواله‌های صادره از خزانه را به قصد اخلال در وضع پولی یا بانکی یا اقتصادی یا برهم زدن نظام و امنیت سیاسی و اجتماعی جعل یا وارد کشور نماید یا با علم به مجعول بودن استفاده کند چنانچه مفسد و محارب شناخته نشود به حبس از پنج تا بیست سال محکوم می‌شود.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	527	ماده 527- هر کس مدارک اشتغال به تحصیل یا فارغ‌التحصیلی یا تأییدیه یا ریز نمرات تحصیلی دانشگاه‌ها و مؤسسات آموزش عالی و تحقیقاتی داخل یا خارج از کشور یا ارزشنامه‌های تحصیلات خارجی را جعل کند یا با علم به جعلی بودن آن را مورد استفاده قرار دهد علاوه بر جبران خسارت، به حبس از یک تا سه سال محکوم خواهد شد. در صورتی که مرتکب، یکی از کارکنان وزارتخانه‌ها یا سازمان‌ها و مؤسسات وابسته به دولت یا شهرداری‌ها یا نهادهای انقلاب اسلامی‌باشد یا به نحوی از انحاء در امر جعل یا استفاده از مدارک و اوراق جعلی شرکت داشته باشد به حداکثر مجازات محکوم می‌گردد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	528	ماده 528- هر کس مهر یا منگنه یا علامت یکی از ادارات یا مؤسسات یا نهادهای عمومی غیردولتی مانند شهرداری‌ها را جعل کند یا با علم به جعل استعمال نماید علاوه بر جبران خسارت وارده به حبس از شش ماه تا سه سال محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	529	ماده 529- هر کس مهر یا منگنه یا علامت یکی از شرکت‌های غیردولتی که مطابق قانون تشکیل شده است یا یکی از تجارتخانه‌ها را جعل کند یا با علم به جعل استعمال نماید علاوه بر جبران خسارت وارده به حبس از سه ماه تا دو سال محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	530	ماده 530- هر کس مهر یا تمبر یا علامت ادارات یا شرکت‌ها یا تجارتخانه‌های مذکور در مواد قبل را بدون مجوز بدست آورد و به طریقی که به حقوق و منافع آن‌ها ضرر وارد آورد استعمال کند یا سبب استعمال آن گردد علاوه بر جبران خسارت وارده به دو ماه تا دو سال حبس محکوم خواهد شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	531	ماده 531- اشخاصی که مرتکب جرایم مذکور در مواد قبل شده‌اند هرگاه قبل از تعقیب به دولت اطلاع دهند و سایر مرتکبین را در صورت بودن معرفی کنند یا بعد از تعقیب وسایل دستگیری آن‌ها را فراهم نمایند حسب مورد در مجازات آنان تخفیف داده می‌شود و یا از مجازات معاف خواهند شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	532	ماده 532- هر یک از کارمندان و مسوولان دولتی که در اجرای وظیفه خود در احکام و تقریرات و نوشته‌ها و اسناد و سجلات و دفاتر و غیر آن‌ها از نوشته‌ها و اوراق رسمی تزویر کند اعم از این که امضاء یا مهری را ساخته یا امضاء یا مهر یا خطوط را تحریف کرده یا کلمه‌ای الحاق کند یا اسامی اشخاص را تغییر دهد علاوه بر مجازات‌های اداری و جبران خسارت وارده به حبس از یک تا پنج سال یا به پرداخت شش تا سی میلیون ریال جزای نقدی محکوم خواهد شد. جزای نقدی مندرج در این ماده به موجب مصوبه مورخ 1403/4/4 هیات وزیران به 165,000,000 تا 825,000,000 ریال تعدیل شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	533	ماده 533- اشخاصی که کارمند یا مسؤول دولتی نیستند هر گاه مرتکب یکی از جرایم مذکور در ماده قبل شوند علاوه بر جبران خسارت وارده به حبس از شش ماه تا سه سال یا سه تا هجده میلیون ریال جزای نقدی محکوم خواهند شد. جزای نقدی مندرج در این ماده به موجب مصوبه مورخ 1403/4/4 هیات وزیران به 165,000,000 تا 825,000,000 ریال تعدیل شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	534	ماده 534- هر یک از کارکنان ادارات دولتی و مراجع قضایی و مأمورین به خدمات عمومی که در تحریر نوشته‌ها و قراردادهای راجع به وظایفشان مرتکب جعل و تزویر شوند اعم از اینکه موضوع یا مضمون آن را تغییر دهند یا گفته و نوشته یکی از مقامات رسمی، مهر یا تقریرات یکی از طرفین را تحریف کنند یا امر باطلی را صحیح یا صحیحی را باطل یا چیزی را که بدان اقرار نشده است اقرار شده جلوه دهند علاوه بر مجازات‌های اداری و جبران خسارت وارده به حبس از یک تا پنج سال یا شش تا سی میلیون ریال جزای نقدی محکوم خواهند شد. جزای نقدی مندرج در این ماده به موجب مصوبه مورخ 1403/4/4 هیات وزیران به 165,000,000 تا 825,000,000 ریال تعدیل شد.
mojazat_eslami_75	قانون مجازات اسلامی مصوب 1375	کتاب پنجم- قانون مجازات اسلامی(تعزیرات و مجازات‌های بازدارنده)	فصل پنجم- جعل و تزویر	535	ماده 535- هر کس اوراق مجعول مذکور در مواد (532)، (533) و (534) را با علم به جعل و تزویر مورد استفاده قرار دهد علاوه بر جبران خسارت وارده به حبس از شش ماه تا سه سال یا به سه تا هجده میلیون ریال جزای نقدی محکوم خواهد شد. جزای نقدی مندرج در این ماده به موجب مصوبه مورخ 1403/4/4 هیات وزیران به 165,000,000 تا 825,000,000 ریال تعدیل شد.
