law_code	law_name	chapter	section	article_number	text
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل دوم- در شماره‌‌گذاری املاک و توزیع اظهارنامه		17	ماده 17- در مورد املاک مشاع اگر بعضی مالکین نسبت باعیانیها حق را گواهی کرده و بعضی گواهی نکردهاند نسبت باعیانی از رعایا اظهارنامه پذیرفته شده و مالکین که حق مزبور را گواهی نکردهاند معترض شناخته میشوند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل دوم- در شماره‌‌گذاری املاک و توزیع اظهارنامه		18	ماده 18- ملاک اخذ حق الثبت املاک قیمت منطقه بندی مذکور در ماده 64 قانون مالیاتهای مستقیم مصوب 1371/2/7 است. هرگاه در موقع ثبت ملک در دفتر املاک ارزش منطقه بندی تغییر کرده باشد بهاء ملک طبق قیمت منطقه بندی جدید تعیین می گردد. در نقاطی که قیمت منطقه بندی تعیین نشده ملک باید ارزیابی شود. اعتبار برگ ارزیابی یکسال از تاریخ تنظیم است ولو اینکه بهاء ملک طبق ارزیابی در دفتر املاک و سند مالکیت نوشته شده باشد. تبصره 1- چنانچه متقاضی ثبت قبل از ثبت ملک در دفتر املاک بخواهد معامله نماید در پاسخ پرسش نامه دفاتر اسناد رسمی برای معامله باید مبلغ وصولی حق الثبت تعیین و به دفترخانه اعلام شود تا مابه التفاوت بقایای ثبتی ملک را براساس قیمت منطقه بندی دریافت و به حساب مربوطه واریز نماید. تبصره 2- در مواردی که پس از ثبت و صدور سند مالکیت مالک برای گرفتن سند مالکیت به اداره ثبت مراجعه ننماید و در مقام معامله برآید طبق تبصره فوق رفتار شود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل دوم- در شماره‌‌گذاری املاک و توزیع اظهارنامه		19	ماده 19- هرگاه نسبت به قسمتی از ملکی بنحو مشاع و یا مفروز اظهارنامه پذیرفته شده نسبت به بقیه سهام بر خلاف اظهارنامه اولی اظهارنامه پذیرفته نخواهد شد در صورت توافق مالکین مطابق آن عمل می گردد و چنانچه قبلاً اظهارنامه هم بعنوان مشاع و هم مفروز پذیرفته شده صدور سند مالکیت موکول به رفع اختلاف در دادگاه است.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل دوم- در شماره‌‌گذاری املاک و توزیع اظهارنامه		20	ماده 20- قلمخوردگی و کسر و اضافه کردن در مندرجات اظهارنامه ممنوع و اگر توضیحی لازم باشد باید صریحاً ذکرشده و بهنمونه (امضاء) متصدی مربوطه (نماینده تنظیم اظهارنامه) و مستدعی ثبت برسد. تخلف از مقررات این ماده موجب مسئولیت شدید خواهد بود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		21	ماده 21- اظهارنامه باید به نمونه (امضاء) مستدعی ثبت یا وکیل یا جانشین قانونی او باداره ثبت محل داده شود هرکاه [گاه] دهنده اظهارنامه نتواند نمونه (امضاء) کند علامت انگشت خود را زیر اظهارنامه خواهد گذاشت و در صورتیکه اظهارنامه توسط وکیل یا جانشین مستدعی ثبت داده شود باید وکالت نامه یا اوراق مربوطه ضمیمه شود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		22	ماده 22- اظهارنامه شامل نکات زیر خواهد بود: 1- نام و نام خانوادگی، شماره شناسنامه یا کد ملی و محل صدور آن و نام پدر و سمت دهنده اظهارنامه نسبت به ملک مورد درخواست و محل اقامت مستدعی ثبت. 2- تابعیت مستدعی ثبت. 3- نوع مال غیر منقولی که درخواست ثبت آن می شود با تعیین محل وقوع ملک (حوزه ثبتی، بخش یا روستا و شماره پلاک اعم از اصلی و فرعی)، حدود و مشخصات اجزاء و متعلقات آن و آدرس ملک (خیابان، کوچه، پلاک شهرداری) و محل اقامت متقاضی. 4- بهای ملک در تاریخ درخواست ثبت طبق قیمت منطقه بندی. 5- شرح حقوق عینی که برای اشخاص در آن ملک است با تعیین صاحبان حقوق و همچنین حقوق عینی که مستدعی ثبت در املاک مجاور دارد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		23	ماده 23- دهنده اظهارنامه باید اسناد و قبالجات و بنچاق ملک و مدارک راجعه بمالکیت و تصرف خود را باداره ثبت ارائه دهد تا رونوشت یا خلاصه آن ضمیمه اظهارنامه و در پرونده عمل بایکانی [بایگانی] شود و اگر دلیل مالکیت منحصر بتصرف است ادله و نشانیهای تصرف فعلی خود را کتبا باداره ثبت تسلیم نماید و در هر حال درخواستکننده باید نحوه تصرف خود را که او را برای تقاضای ثبت مجاز میدارد معلوم کند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		24	ماده 24- پس از ارائه مدارک از طرف متقاضی ثبت و معرفی ملک باید نقشه آن توسط نقشه بردار ثبت ترسیم و صورتمجلس مبنی بر تصرف مالکانه مستدعی ثبت وسیله نماینده و نقشه بردار تهیه شود، در اظهارنامه میزان و مقدار املاک و اراضی مورد درخواست باید به دانگ و سهم قرار داده شود اصطلاحات محل از قبیل جام و فنجان و پیمان و غیره را بر حسب تحقیقات محلی با دانگ و سهم تطبیق بنمایند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		25	ماده 25- در هر موقع که اداره ثبت اجراء ثبت عمومی را در بخش معینی در نظر میگیرد باید لااقل پانزده روز قبل انتشار آگهی مقرر در ماده10 قانون ثبت بنماینده اوقاف آنمحل اطلاع دهد تا نماینده مزبور بمتولیان موقوفات عامالمنفعه محل اخطار کند که در ظرف 30روز از تاریخ نشر اولین آگهی نامبرده در ماده 10 قانون ثبت نسبت باملاک موقوفه که در آن بخش واقع و تحت تصدی و تولیت آن ها میباشد درخواست ثبت نمایند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		26	ماده 26- اظهارنامه اتباع خارجه و قنسولگریها و سفارتخانها در برگهائی که برای اینکار تخصیص داده شده تنظیم و یک نسخه در محل بایگانی و نسخه دیگر باداره کل ثبت فرستاده میشود تا پس از صدور اجازه بجریان ثبت اقدام گردد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		27	ماده 27- اراضی که قبلاً جزء شوارع یا میدانهای عمومی بوده و همچنین انهار متروکه که بعداً تبدیل به ملک می شود از طرف مالک یا شهرداری یا مرجع ذیربط درخواست ثبت نسبت به آنها پذیرفته خواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		28	ماده 28- هر اظهارنامه و صورتمجلس تحدید حدود مختص یک پلاک است. هرگاه درخواست چندین شماره در یک بخش یا قطعاتی که در یک قریه و مزرعه واقع است و قبلاً در یک اظهارنامه پذیرفته شده باشد در موقع تحدید حدود برای هر شماره یک صورتمجلس تحدید حدود تنظیم شود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		29	ماده 29- تا وقتیکه آگهی نوبتی نامبرده در ماده 11 قانون ثبت منتشر نشده اظهارنامه میتوان پذیرفت.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		30	ماده 30- در صلحهای محاباتی که برای مصالح حق فسخ قید شده درخواست ثبت ازمتصالح با قید حق فسخ برای مصالح پذیرفته میشود و مشمول ماده 33 قانون ثبت نیست سند مالکیت این قبیل املاک با قید حق فسخ بنام متصالح صادر و پس از سقوط حق خیار متصالح میتواند بدون ذکر حق فسخ سند مالکیت جدید بگیرد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		31	ماده 31- دست رنج رعیتی و حق اولویت و گلوبندی و غیره که در املاک معمول و بین رعایا خرید و فروش میشود از حقوق راجعه بهعین املاک نبوده و قابل درخواست ثبت و اعتراض ثبت نیست و صدور سند مالکیت بنام مالک هم تغییری در وضع حقوق مزبور در هر جا که معمول است نمیدهد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		32	ماده 32- در صورتیکه متولیان در ظرف مدت سی روز مقرر در ماده 25 این آئین نامه اقدام بدرخواست ثبت ننمایند نمایندۂ اوقاف محل درخواست ثبت خواهد کرد لکن اگر تا انقضاء مدت نامبرده در ماده 11 قانون ثبت متولی نیز درخواست ثبت کند درخواست اداره اوقاف بلاتعقیب گذارده خواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		33	ماده 33- نسبت بموقوفاتی که متولی خاص ندارد نماینده اوقاف محل مستقیماً درخواست ثبت خواهد کرد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		34	ماده 34- نسبت باملاکی که بنفع عمومی حبس شده است متصدی امور حبس مکلف به درخواست ثبت است.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		35	ماده 35- درخواست ثبت نسبت بموقوفات خاصه بعهده متولی و نسبت باملاک که بنفع اشخاص معینی حبس شده بعهده متصدی امور حبس است معذلک هر یک از موقوفعلیهم و محبوسلهم نیز میتوانند درخواست ثبت نمایند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		36	ماده 36- در مورد ثلث مؤبد و باقی وصی مکلف به درخواست ثبت است.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		37	ماده 37- طبق ماده 3 قانون اوقاف املاکی که مورد نذر یا وصیت یا حبس شود بطور دائم یا مدتی که کمتر از هیجده سال نباشد و برای مصارف عامه تخصیص داده شده اداره اوقاف حق درخواست ثبت و اعتراض بر ثبت دارد و ادارات اوقاف باید مدارک وقفیت و تصرف وقف را ضمیمه اظهارنامه نمایند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		38	ماده 38- چنانچه گواهی رسمی اداره اوقاف بر موجود نبودن وجوهی بابت موقوفات مجهولالمصرف و مبرات مطلقه ضمیمه درخواست نامه ثبت یا دادخواست اعتراض بر ثبت املاک مشمول ماده 29 قانون باشد بدون مطالبه حقالثبت و هزینه بجریان گذارده میشود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		39	ماده 39- در مورد درخواست ثبت املاک موقوفه و حبس ثلث در اظهارنامه عنوان درخواستکننده ثبت متصدی یا مدعی تولیت قید میشود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		40	ماده 40- کلیساها و معابد اقلیتهای دینی شناخته شده در قانون اساسی و کاروانسراهای عباسی و رباطها از حق الثبت معاف است. معافیت سایر سازمانها و ارگانها تابع مقررات خاص خود می باشد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		41	ماده 41- نسبت به املاکی که مالک خاص ندارد مانند طرق و شوارع و اراضی و جبال موات و مباحه نیزارها، بیشه ها، مراتع و جنگلها و قبرستانهای عمومی و بستر مسیلها و آب رودخانه ها و نهرهای منشعب از آنها و انهار طبیعی و هر مسیر طبیعی دیگر اعم از سطحی و زیرزمینی و چشمه سارها از افراد درخواست ثبت پذیرفته نخواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		42	ماده 42- نسبت به آب رودخانه ها و انهار طبیعی و چشمه سارها که ضمن درخواست ثبت ملک بعنوان حقابه معمول محل قبول تقاضای ثبت گردیده در موقع صدور سند مالکیت از ذکر حق مزبور خودداری نموده و بجای آن عبارت با حقابه از مقررات قانون توزیع عادلانه آب قید گردد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		43	ماده 43- هرگاه ششدانگ قنات یا چشمه متعلق به یکنفراست بمنزله یک ملک محسوب و شماره مخصوص بان داده میشود و اگر مالکین متعدد دارد باید میزان سهام هر یک از روی ساعت و گردش شبانه روز تعیین شود و درخواست ثبت هر سهم مستقلاً پذیرفته خواهد شد و تمام قنات یا چشمه دارای یک شماره خواهد بود اگر چشمه از روی ساعت تقسیم نشده و میزان آن مشخص نباشد اظهارنامه ثبت آب را فقط در ضمن درخواست ثبت ملک بعنوان حقابه مطابق معمول باید قبول کرد و در آگهیها و سند مالکیت جمله (مطابق معمول محل) را قید نمود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		44	ماده 44- درخواست ثبت پاکنههائی که از قنوات در املاک مورد درخواست ثبت موجود است بدون اجازه صاحب قنات پذیرفته نخواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		45	ماده 45- املاکی را که پس از پلاککوبی و توزیع اظهارنامه و قبل از درخواست ثبت و آگهی بوسیله اصلاحات خراب میشود باید مالک یا شهرداری مراتب را باداره ثبت اطلاع دهد و همچنین اگر خود اداره ثبت اطلاع حاصل کرد بایستی پس از رسیدگی و معاینه محل باید مراتب را در دفتر توضیح اظهارنامه و پرونده مربوطه و اگر ملک ثبت شده است در ستون ملاحظات دفتر املاک هم قید کرده هرگاه قسمتی از ملک باقی بماند یا بشهرداری منتقل شود بهمان شماره اصلی ملک که برای تمام ملک تعیین شده آگهی خواهد شد و چنانچه قبلا آگهی و تحدید شده حدود بقیه تعیین و در صورتیکه در دفتر املاک ثبت شده با توضیح مراتب در ملاحظات دفتر املاک با حدود واقعی در زیر ثبت اولیه با بایگانی کردن سند مالکیت اولی سند مالکیت جدید صادر خواهد شد.و نیز هرگاه در نتیجه تغییر وضع مجاور املاک ثبت شده و تبدیل حد به کوچه اصلاح سند مالکیت در حدی که قبلاً به ملک مجاور و فعلاً به کوچه محدود است تقاضا شود در صورتیکه شهرداری عمومی بودن کوچه را اعم از بنبست یا غیر بنبست تأیید نماید اصلاح ثبت دفتر املاک و سند مالکیت توسط اداره ثبت مربوطه با رعایت حقوق مجاورین انجام خواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		46	ماده 46- املاک مشاعی که قبل از این بر طبق قانون سابق درخواست ثبت شده نسبت به بقیه آن فقط در موقع ثبت عمومی بخش مربوطه درخواست ثبت پذیرفته خواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		47	ماده 47- اظهارنامههائیکه تا قبل از انتشارآکهی[آگهی] نامبرده در ماده11 قانون ثبت باداره تسلیم شود مشمول جریمه نخواهد بود املاکی که بواسطه تاخیر درخواست درآگهی اولیه قید نشده درآگهی های شش ماهه که در ماده 12 قانون ثبت مقرر است آگهی خواهد شد.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		48	ماده 48- متصدی تنظیم اظهارنامه باید مراقبت نماید که اسم و نام خانوادگی و شماره شناس نامه و محل صدور آن و مقدار مورد درخواست و سهام مالکین و کلیه مطالب اظهارنامه صحیحا و صریحا نوشته شود که بعداً موجب اشتباه نگردد و هر نوع اشتباهی هم که در مطالب اظهارنامه روی دهد و معلوم شود در اثر بیمراقبتی متصدی بوده موجب مسئولیت خواهد بود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		49	ماده 49- در قراء و قصباتی که به ثبت عمومی گذارده میش-ود نماینده توزیع اظهارنامه بامر مدیر ثبت مأمورتنظیم اظهارنامهها نیز خواهد بود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		50	ماده 50- در موقعی که اظهارنامهها عودت داده میشود وصول آن مرتباً با قید تاریخ در دفتر توزیع اظهارنامه قید شود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل سوم- در درخواست ثبت		51	ماده 51- پس از انتشار آگهی نوبتی نامبرده در ماده 11 شمارههائی که تمام یا قسمتی از آن مجهولالمالک مانده باید فورا در دفتر املاک مجهولالمالک وارد شده و اظهارنامههائیکه بعداً داده میشود در ستون مربوط به هر ششماه یادداشت و مطابق آن در آگهی های نوبتی شش ماهه آگهی شود و غفلت در انجام آن موجب مسئولیت خواهد بود مسئولیت تنظیم این دفتر باید رسما بعهده یکنفر از کارمندان گذارده شود که در صورت غفلت و از قلم افتادن شماره ملکی مورد مؤاخذه واقع شود.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل چهارم- در آگهی‌های نوبتی و تحدیدی و تعیین حدود املاک		52	ماده 52- آکهیهای [آگهیهای] نوبتی و تعیین حدود را اداره ثبت در یکی از جرائد حوزه خود و یا در یکی از جرائد نزدیکترین حوزه خود و یا در یکی از جرائد مرکز منتشر مینماید.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل چهارم- در آگهی‌های نوبتی و تحدیدی و تعیین حدود املاک		53	ماده 53- آگهیهای مربوطه بر بخش باید در روزنامه معینی منتشر شود که در آخر هر سال برای سال بعد از طرف اداره کل ثبت تعیین شده و باطلاع عموم خواهد رسید.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل چهارم- در آگهی‌های نوبتی و تحدیدی و تعیین حدود املاک		54	ماده 54- علاوه بر انتشار روزنامه یک نسخه از آگهی تعیین حدود در شهرها بهر یک از املاک مورد تحدید الصاق و در دهات نیز چند نسخه از آگهی مزبور باید در محل های عمومی قریه مورد تحدید و قراء مجاور بوسیله مأمورین ثبت الصاق و انتشار آگهی را کدخدایان محل گواهی نمایند.
aeename_sabt_amlak	آیین‌نامه قانون ثبت املاک	فصل چهارم- در آگهی‌های نوبتی و تحدیدی و تعیین حدود املاک		56	ماده 56- حقوق ارتفاقی در آگهیهای نوبتی ذکرنمیشود ولی باید در زیر آگهی ها قید کرد که حقوق ارتفاقی در موقع تعیین حدود در صورت مجلس منظورمیگردد که اگر معترضی باشد مطابق مقررات در مدت سی روز از تاریخ تنظیم صورت مجلس دادخواست اعتراض بدهد.
