law_code	law_name	section	article_number	text
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث دوم- اقدامات تأمینی اداره تصفیه	21	ماده 21- متوقف مکلف است در مدت تصفیه خود را در اختیار اداره بگذارد مگر اینکه صریحاً از این تکلیف معاف شده باشد- در صورت اقتضاء اداره تصفیه می‌تواند اقدام به جلب او نماید و چنانچه توقیف او لازم شود قرار توقیف را از دادگاه می‌خواهد. ‌رفع توقیف بدستور اداره تصفیه به عمل می‌آید- ورشکسته می‌تواند از دوام توقیف خود در هر ماه یک بار به دادگاه صادرکننده قرار توقیف شکایت نموده رفع آن را بخواهد. ‌اداره تصفیه می‌تواند نفقه عادلانه ورشکسته و واجب‌النفقه او را مخصوصاً در موردی که متوقف را تحت اختیار خود قرار می‌دهد به او بدهند و نیز تعیین خواهد نمود که تا چه مدت متوقف و خانواده‌اش می‌توانند در خانه که بوده‌اند سکنی نمایند.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث دوم- اقدامات تأمینی اداره تصفیه	22	ماده 22- هر گاه ورشکسته اموالی جزء مستثنیات دین نداشته باشد مراتب آگهی و قید می‌شود که اگر بستانکاران بعضاً یا کلاً درخواست اجراء اصول ورشکستگی را در ظرف مدت ده روز ننموده و هزینه آن را نپردازند جریان ورشکستگی خاتمه خواهد پذیرفت.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث سوم- دعوت بستانکاران	23	ماده 23- اگر به نظر اداره حاصل فروش اموالی که صورت آنها برداشته شده کافی برای پرداخت هزینه ورشکستگی نباشد اداره اقدام به تصفیه اختصاری می‌نماید مگر اینکه یکی از بستانکاران درخواست کند که کار بر طبق اصول تصفیه عادی جریان پیدا نموده و هزینه آن را قبلاً بدهند. در مورد تصفیه اختصاری اداره آگهی می‌کند که در ظرف چهل روز هر کس هر گونه ادعائی دارد بنماید و سپس بهر ترتیب که منافع بستانکاران اقتضا می‌کند بدون رعایت تشریفاتی اقدام به فروش اموال نموده حاصل آنرا بین آنان تقسیم و ختم عمل تصفیه را اعلام می‌دارند. در سایر موارد به طریق عادی بر طبق مواد زیر اقدام خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث سوم- دعوت بستانکاران	24	ماده 24- اداره تصفیه آگهی منتشر نموده و نکات زیر را در آن قید می‌نماید: 1- تعیین ورشکسته و محل اقامت او و تاریخ توقف (‌در صورتی که در حکم دادگاه تعیین شده باشد). 2- اخطار به بستانکاران و کسانی که ادعائی دارند به این که ادعای خود را در ظرف دو ماه به اداره اعلام نمایند و مدارک خود را (‌اصل با رونوشت گواهی شده) به اداره تسلیم دارند. اداره می‌تواند این مدت را برای کسانی که در خارجه اقامت دارند تمدید نماید. 3- اخطاریه بدهکاران متوقف که در ظرف مدت نامبرده خود را معرفی کنند متخلفین از این اخطار به جریمه نقدی معادل صدی بیست و پنج دین به نفع صندوق (ب) مذکور در ماده 54 محکوم خواهند شد- دادگاه می‌تواند علاوه بر جریمه نقدی به حبس تأدیبی از سه تا شش ماه نیز محکوم نماید. 4- اخطار به کسانی که بهر عنوان اموال ورشکسته در دست آنها است که آن اموال را در ظرف مدت نام برده در اختیار اداره بگذارند وگرنه هر‌حقی که نسبت به آن مال دارند از آنها سلب خواهد شد مگر اینکه عذر موجهی داشته باشند. 5- دعوت اولین جلسه هیئت بستانکاران که منتها در ظرف 20 روز از تاریخ آگهی تشکیل خواهد شد ضمناً قید شود کسانی که با متوقف مسوولیت تضامنی داشته و یا ضامن او هستند می‌توانند در جلسه حضور به هم رسانند.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث سوم- دعوت بستانکاران	25	ماده 25- آگهی در مجله رسمی وزارت دادگستری و یکی از روزنامه‌های کثیرالانتشار دوبار به فاصله ده روز منتشر خواهد شد- نسخه از این آگهی برای هر یک از بستانکارانی که شناخته شده است فرستاده می‌شود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	26	ماده 26- اولین جلسه بستانکاران تحت ریاست یک نفر از کارمندان اداره تشکیل می‌شود و اداره گزارشی راجع بصورت اموال و سایر امور مربوطه به متوقف را برای بستانکاران می‌خواند.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	27	ماده 27- بستانکاران می‌توانند پیشنهاداتی راجع بادامه جریان کار بازرگانی یا حرفه مربوط به متوقف بنمایند ولی تصمیم با اداره تصفیه است و بطور کلی اداره تصفیه نماینده منافع هیئت بستانکاران می‌باشد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	28	ماده 28- اداره تصفیه نسبت به اشیائی که مورد مطالبه اشخاص ثالث است تصمیم مقتضی اتخاذ نموده و اگر آنها را محق بداند مبادرت به تسلیم آن می‌نماید وگرنه ده روز به ایشان مهلت می‌دهد که در دادگاه صلاحیت دار اقامه دعوی نمایند کسی که در ظرف ده روز به دادگاه صلاحیت دار رجوع ننماید دیگر دعوای او مسموع نخواهد بود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	29	ماده 29- اداره تصفیه اقدام به وصول مطالبات می‌نماید و در صورت ضرورت برای وصول آن اقامه دعوی خواهد کرد. ‌اشیائی که در معرض تنزل قیمت بوده و یا نگهداری آنها هزینه غیر متناسبی را ایجاد می‌نماید بدون تأخیر فروخته خواهد شد. ‌همچنین اقدام بفروش برگهای بهادار (‌بورسی) و یا اشیائی که در بازار قیمت معینی دارند به عمل خواهد آورد سایر اموال به ترتیبی که بعداً ذکر خواهد‌شد فروخته می‌شود. مبحث پ‏نجم- رسیدگی بمطالبات
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	30	ماده 30- پس از انقضای موعد مقرر برای ارائه اسناد اداره به مطالبات رسیدگی نموده تصدیق یا رد می‌نماید و جلب نظر متوقف را در صورتی که در دسترس او باشد خواهد کرد و اداره مکلف نیست به اظهارات او ترتیب اثر دهد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	31	ماده 31- اداره برای رسیدگی و در صورت لزوم می‌تواند ابراز دفاتر بستانکار را بخواهد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	32	ماده 32- مطالباتی که بموجب سند رسمی وثیقه ملکی دارند باید منظور شود هر چند از طرف بستانکار اظهار نشده باشد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	33	ماده 33- پس از انقضای موعد ابراز اسناد منتهی در ظرف بیست روز اداره صورتی با در نظر گرفتن طلب‌هایی که حق رهن و یا رجحان دارند تهیه خواهند نمود. ماده سی و چهارم- بستانکارانی که مردود شده‌اند با ذکر دلیل در ضمن این صورت قید می‌شوند.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	35	ماده 35- اینصورت از طریق آگهی به اطلاع بستانکاران خواهد رسید. و در اختیار کسانی که ادعای حقی نسبت به متوقف می‌نمایند گذاشته می‌شود. به بستانکاران مردود و همچنین به بستانکاران که حق رجحان برای خود قائل بوده و اداره به ادعای آنها ترتیب اثر نداده است مستقیماً مراتب اعلام خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	36	ماده 36- هر کس نسبت به این صورت اعتراض داشته باشد در ظرف 20 روز از انتشار آگهی حق دارد در دادگاه صادرکننده حکم توقف اقامه دعوی کند. اگر معترض ادعا کند که طلب او بی مورد رد شده یا کسر گردیده و یا حق رهن و یا رجحان او منظور نشده دعوی بر علیه اداره اقامه می‌شود و اگر طلب یا حق رجحان کسی که قبول شده مورد اعتراض باشد دعوی بر علیه بستانکار اقامه خواهد شد. ‌در صورتی که دعوای اخیر به نتیجه رسیده و حکم برد طلبی صادر شود سهمی که تخصیص به آن داده شده در حدود طلب مدعی و هزینه دادرسی به او اختصاص پیدا خواهد کرد و مازاد بین سایر بستانکاران تقسیم خواهد شد. ‌در مورد این ماده دادرسی به طریق اختصاری و فوری به عمل خواهد آمد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث چهارم- اداره اموال	37	ماده 37- اسنادی که در ارائه آنها تأخیر شده در صورتی که عذر موجهی در بین باشد در مورد این ماده تا ختم ورشکستگی قبول می‌شود ولی هزینه که در اثر این تأخیر پیش آمده بر عهده مدعی طلب است. اگر اداره سندی را که ابراز شده قبول کرد اقدام به تصحیح صورت بستانکاران می‌نماید و سایر بستانکاران را نیز بوسیله آگهی مطلع می‌سازد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	38	ماده 38- پس از رسیدگی به مطالبات بستانکارانی که یک قسمت یا تمام طلب آنها مورد قبول واقع شده به وسیله اخطاریه در جلسه دعوت می‌شوند و اگر درخواست قرارداد ارفاقی هم شده باشد مراتب ضمن دعوتنامه قید می‌شود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	39	ماده 39- اداره گزارش کاملی نسبت به وضعیت دارائی و مطالبات متوقف داده نظریات متوقف و بستانکاران را استماع نموده در صورت‌‌مجلس ذکر می‌کند ولی تصمیم با خود اداره است مگر در مورد قرارداد ارفاقی و صرف نظر کردن از دعاوی مشکوک.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	40	ماده 40- اموال متوقف به ترتیب مزایده فروخته می‌شود. در موارد زیر ممکن است به طریق غیر مزایده اقدام بفروش اموال کرد. 1- اگر هیئتی از بستان کاران که دارای شرایط مذکور در ماده «480 »قانون تجارت باشند باین ترتیب رضایت بدهند. 2- وقتی که مال در (‌بورس) و یا در بازار قیمت معینی دارد. اشیاء مورد وثیقه را نمی توان به طریق غیر مزایده فروخت مگر اینکه رضایت بستان کارانی که نسبت به آنها حق وثیقه دارند جلب شود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	41	ماده 41- شرایط فروش لااقل ده روز قبل از مزایده در دفتر اداره در دسترس عموم گذارده خواهد شد و هر کس می‌تواند اطلاعات لازمه را کسب نماید. آگهی فروش شامل مکان- روز- ساعت مزایده خواهد بود و در مورد اموال غیر‌منقوله این آگهی یکماه قبل از اقدام بفروش به عمل می‌آید. ‌برای بستانکارانی که حق وثیقه غیر منقول دارند نسخه از آگهی فرستاده شده و ارزیابی که به عمل آمده به آنها اعلام خواهد گردید.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	42	ماده 42- اموال منقول پس از سه مرتبه به صدای بلند حراج‌چی به کسی که حداکثر را پیشنهاد کرده است واگذار می‌شود. همین ترتیب نسبت به اموال غیر منقول رعایت می‌گردد مشروط بر اینکه پیشنهاد به بهای ارزیابی شده برسد و در صورت نبودن پیشنهاد مکفی فروش متوقف می‌ماند و وقت دیگری برای مزایده معین می‌شود. در مرتبه دوم که باید لااقل دو ماه پس از مزایده اول به عمل آید اموال غیر منقول به کسی که بالاترین قیمت را پیشنهاد می‌نماید واگذار خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	43	ماده 43- اشیاء سیم و زر نباید به بهای کمتر از بهای فلزی آنها بفروش برسد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	44	ماده 44- اداره تصفیه مکلف است شرایط فروشی را با رعایت عرف و عادت و غبطه بستانکاران و ورشکسته تعیین نماید. ‌اداره می‌تواند پرداخت بها را نقد یا به موعد قرار بدهد- موعد هیچگاه از سه ماه نباید تجاوز کند. تسلیم در مورد مال منقول و انتقال قطعی در مورد مال غیر منقول نباید قبل از پرداخت بها صورت بگیرد. در مورد پرداخت نقدی یک روز مهلت جایز است. اگر پرداخت در موعد مقرر انجام نگیرد مزایده جدید به عمل آمده در هر حال پیشنهاد دهنده سابق مسوول کسر قیمت و سایر خسارات وارده خواهد‌بود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث ششم- تصفیه	45	ماده 45- اگر در هیئت بستانکاران شرایط مذکور در ماده 480 قانون تجارت جمع باشد می‌توانند از دعوایی که نتیجه آن مشکوک است صرف‌نظر‌ نمایند. هر بستانکاری می‌تواند درخواست کند که آن دعوی به او واگذار شود- در این مورد حاصل فروش مالی که از این راه به دست می‌آید در حدود طلبی که دارد به درخواست کننده تعلق گرفته و مازاد آن متعلق به سایر بستانکاران خواهد بود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث هفتم- تقسیم وجوه حاصله از فروش	46	ماده 46- وقتی که پول حاصله از فروش در دسترس اداره قرار گرفت و صورت بستانکاران قطعی گردید اداره صورتی از حاصل دارائی و حساب نهائی آن تنظیم خواهد نمود. هزینه توقف که بموجب آیین‌نامه تعیین می‌شود و هزینه تصفیه قبلاً موضوع می‌شود صورت تقسیم و حساب نهائی در مدت ده روز در دسترس بستانکاران قرار گرفته و مراتب به اطلاع آنها خواهد رسید بعلاوه خلاصه از صورت مربوط به سهم هر یک برای آنها فرستاده خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث هفتم- تقسیم وجوه حاصله از فروش	47	ماده 47- پس از انقضای مدت نام برده اداره مبادرت به پرداخت سهام هر یک می‌نماید- بستان کاری که کاملاً به حق خود می‌رسد باید سند مربوطه را به اداره تسلیم کند در موردی که قسمتی از طلب پرداخته می‌شود مراتب در سند قید می‌گردد. در مورد فروش غیر منقول اقداماتی که در دفتر املاک لازم است از طرف اداره به عمل می‌آید. اگر طلبی معلق باشد و یا به اقساط می‌بایست تأدیه گردد سهمیه مربوط به آن در صندوق دادگستری گذاشته خواهد شد پس از پرداخت سهمیه اداره بهر یک از بستانکارانی که حقوق آنها کاملاً تأدیه نشده است سند عدم کفایت دارائی می‌دهد بستانکار فقط در مورد ملائت ورشکسته می‌تواند به موجب سند بقیه طلب خود را ادعا نماید.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث هفتم- تقسیم وجوه حاصله از فروش	48	ماده 48- تقسیم موقت سهام فقط پس از انقضاء مدت مذکور در ماده 36 ممکن است به عمل آید. به بستانکارانی که جزو صورت نیامده‌اند سند عدم کفایت دارائی داده خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث هشتم- خاتمه ورشکستگی	49	ماده 49- پس از تقسیم اموال خاتمه ورشکستگی اعلام خواهد شد- هر گاه پس از خاتمه ورشکستگی اموالی متعلق به متوقف کشف شود اداره آنها را به تصرف خود درآورده و حاصل فروش آن را بدون هیچ گونه تشریفاتی بین بستان کاران تقسیم می‌کند. ‌نسبت به سهمیه‌هایی که به مناسبت مشکوک بودن طلب به ودیعه گذاشته شده و بعداً تصرف در آنها مجاز خواهد شد به همین ترتیب اقدام می‌گردد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث هشتم- خاتمه ورشکستگی	50	ماده 50- ورشکستگی باید از تاریخ وصول حکم آن به اداره تصفیه در ظرف هشت ماه تصفیه گردد. هنگام ضرورت رئیس دادگاه استان می‌تواند این مدت را تمدید نماید.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	51	ماده 51- اداره تصفیه دارای دو صندوق است- صندوق (‌الف) و صندوق (ب)
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	52	ماده 52- درآمد صندوق (‌الف) عبارت از وجوهی است که به عنوان هزینه امور ورشکستگی دریافت می‌شود این درآمد به موجب آیین‌نامه هیئت‌وزیران تعیین خواهد شد.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	53	ماده 53- (منسوخ) درآمد صندوق (‌الف) به مصرف سازمان و برداشت هر گونه هزینه که اداره تصفیه برای تصفیه امور ورشکستگی لازم داشته باشد خواهد‌رسید.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	54	ماده 54- درآمد صندوق (ب): 1 (منسوخ)- 50٪ به حقوقی که به موجب قانون ثبت شرکت‌ها مصوب 2 خرداد ماه 310 و ماده 11 قانون تجارت برای امضاء دفاتر تجاری تعلق می‌گیرد اضافه شده و فقط نصف از کل وجوه دریافتی جزو درآمد صندوق (ب) اداره تصفیه امور ورشکستگی می‌باشد. 2- از مبلغ موضوع اعتراض‌نامه که بموجب ماده 293 قانون تجارت تنظیم می‌شود از قرار هر 10 ریالی ده دینار گرفته شده که نصف آن جزو‌ درآمد عمومی کشور منظور و نصف دیگر آن متعلق به صندوق (ب) خواهد بود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	55	ماده 55- هر یک از دو صندوق نامبرده دارای شخصیت حقوقی بوده و صندوق (‌الف) می‌تواند از صندوق (ب) در صورت اقتضا وام بگیرد -‌ وزارت دادگستری نسبت به آن دو نظارت تام خواهد داشت.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	56	ماده 56- (منسوخ) درآمدهای دو صندوق جزء درآمد بودجه عمومی کشور منظور نخواهد شد. وصول و مصرف آن مشمول هیچیک از مقررات مالی اعم از قوانین و غیر آن نخواهد بود.
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث نهم- مقررات مالی	57	ماده 57- ترتیب وصول درآمد و نظارت هزینه این دو صندوق بموجب آئین‌نامه که وزارت دادگستری تعیین میکند معین خواهد شد. آیین نامه قانون تصفیه امور ورشکستگی راجع به درآمد صندوق الف و ب درآمد صندوق (الف) آیین نامه قانون تصفیه امور ورشکستگی راجع به درآمد صندوق الف و ب درآمد صندوق (ب)
tasfiye_varshekastegi	قانون اداره تصفیه امور ورشکستگی	مبحث دهم- مقررات مخصوص	58	ماده 58- بستانکارانی که دارای وثیقه‌اند نسبت به حاصل فروش مال مورد وثیقه در برگ تقسیم حاصل فروش مقدم بر سایر بستانکاران قرار داده می‌شود. طلب‌هائی که دارای وثیقه نیست و همچنین باقیمانده طلب‌هائی که دارای وثیقه بوده و تمام آن از فروش وثیقه پرداخت نشده به ترتیب طبقات زیر بر‌یکدیگر مقدمند و در تقسیم نامه حاصل فروش اموال متوقف این تقدم رعایت و قید می‌شود. طبقه اول الف- حقوق خدمه خانه برای مدت سال آخر قبل از توقف. ب- حقوق خدمتگزاران بنگاه ورشکسته برای مدت شش ماه قبل از توقف. ج- دستمزد کارگرانی که روزانه یا هفتگی مزد می‌گیرند برای مدت سه ماه قبل از توقف. طبقه دوم طلب اشخاصی که مال آنها به عنوان ولایت یا قیمومت تحت اداره ورشکسته بوده نسبت به میزانی که ورشکسته از جهت ولایت و یا قیمومت مدیون شده است. این نوع طلب در صورتی دارای حق تقدم خواهد بود که توقف در دوره قیمومت یا ولایت و یا در ظرف یکسال از انقضای آن اعلام شده باشد. طبقه سوم طلب پزشک و داروفروش و مطالباتی که به مصرف مداوای مدیون و خانواده‌اش در ظرف سال قبل از توقف رسیده است. طبقه چهارم الف- نفقه زن مطابق ماده 1206 قانون مدنی. ب- مهریه زن تا میزان ده هزار ریال به شرط آنکه ازدواج اقلاً پنج سال قبل از توقف واقع شده باشد و نسبت به مازاد جزء سایر دیون محسوب می‌شود. طبقه پنجم سایر بستانکاران.
